Delivery Day,Hours,"Prices
(EUR/MWh)",datetime
1/22/2020,H13,34.2,2020-01-22 13:00:00
1/22/2020,H14,36.56,2020-01-22 14:00:00
1/22/2020,H15,38.87,2020-01-22 15:00:00
1/22/2020,H16,40.65,2020-01-22 16:00:00
1/22/2020,H17,34.61,2020-01-22 17:00:00
1/22/2020,H18,30.17,2020-01-22 18:00:00
1/22/2020,H19,24.2,2020-01-22 19:00:00
1/22/2020,H20,15.66,2020-01-22 20:00:00
1/22/2020,H21,40.77,2020-01-22 21:00:00
1/22/2020,H22,39.2,2020-01-22 22:00:00
1/22/2020,H23,37.68,2020-01-22 23:00:00
1/22/2020,H24,36.4,2020-01-22 00:00:00
1/23/2020,H1,3.07,2020-01-23 01:00:00
1/23/2020,H2,14.67,2020-01-23 02:00:00
1/23/2020,H3,45.02,2020-01-23 03:00:00
1/23/2020,H4,48.68,2020-01-23 04:00:00
1/23/2020,H5,49.03,2020-01-23 05:00:00
1/23/2020,H6,47.1,2020-01-23 06:00:00
1/23/2020,H7,46.39,2020-01-23 07:00:00
1/23/2020,H8,46.13,2020-01-23 08:00:00
1/23/2020,H9,47.9,2020-01-23 09:00:00
1/23/2020,H10,47.92,2020-01-23 10:00:00
1/23/2020,H11,48.85,2020-01-23 11:00:00
1/23/2020,H12,51.65,2020-01-23 12:00:00
1/23/2020,H13,60.32,2020-01-23 13:00:00
1/23/2020,H14,65.99,2020-01-23 14:00:00
1/23/2020,H15,63.98,2020-01-23 15:00:00
1/23/2020,H16,58.05,2020-01-23 16:00:00
1/23/2020,H17,52.86,2020-01-23 17:00:00
1/23/2020,H18,49.04,2020-01-23 18:00:00
1/23/2020,H19,42.22,2020-01-23 19:00:00
1/23/2020,H20,34.47,2020-01-23 20:00:00
1/23/2020,H21,35.16,2020-01-23 21:00:00
1/23/2020,H22,34.44,2020-01-23 22:00:00
1/23/2020,H23,33.93,2020-01-23 23:00:00
1/23/2020,H24,33.01,2020-01-23 00:00:00
1/24/2020,H1,43.97,2020-01-24 01:00:00
1/24/2020,H2,48.9,2020-01-24 02:00:00
1/24/2020,H3,59.94,2020-01-24 03:00:00
1/24/2020,H4,87.07,2020-01-24 04:00:00
1/24/2020,H5,97.92,2020-01-24 05:00:00
1/24/2020,H6,90.31,2020-01-24 06:00:00
1/24/2020,H7,84.94,2020-01-24 07:00:00
1/24/2020,H8,83.63,2020-01-24 08:00:00
1/24/2020,H9,84.48,2020-01-24 09:00:00
1/24/2020,H10,84.99,2020-01-24 10:00:00
1/24/2020,H11,87.96,2020-01-24 11:00:00
1/24/2020,H12,99.93,2020-01-24 12:00:00
1/24/2020,H13,119.22,2020-01-24 13:00:00
1/24/2020,H14,114.98,2020-01-24 14:00:00
1/24/2020,H15,102.6,2020-01-24 15:00:00
1/24/2020,H16,92.1,2020-01-24 16:00:00
1/24/2020,H17,68.82,2020-01-24 17:00:00
1/24/2020,H18,58.0,2020-01-24 18:00:00
1/24/2020,H19,53.93,2020-01-24 19:00:00
1/24/2020,H20,47.43,2020-01-24 20:00:00
1/24/2020,H21,4.58,2020-01-24 21:00:00
1/24/2020,H22,0.78,2020-01-24 22:00:00
1/24/2020,H23,0.17,2020-01-24 23:00:00
1/24/2020,H24,3.05,2020-01-24 00:00:00
1/25/2020,H1,29.3,2020-01-25 01:00:00
1/25/2020,H2,37.32,2020-01-25 02:00:00
1/25/2020,H3,42.99,2020-01-25 03:00:00
1/25/2020,H4,47.16,2020-01-25 04:00:00
1/25/2020,H5,48.36,2020-01-25 05:00:00
1/25/2020,H6,49.16,2020-01-25 06:00:00
1/25/2020,H7,48.17,2020-01-25 07:00:00
1/25/2020,H8,48.12,2020-01-25 08:00:00
1/25/2020,H9,51.51,2020-01-25 09:00:00
1/25/2020,H10,51.3,2020-01-25 10:00:00
1/25/2020,H11,55.01,2020-01-25 11:00:00
1/25/2020,H12,60.05,2020-01-25 12:00:00
1/25/2020,H13,77.24,2020-01-25 13:00:00
1/25/2020,H14,81.05,2020-01-25 14:00:00
1/25/2020,H15,72.37,2020-01-25 15:00:00
1/25/2020,H16,72.94,2020-01-25 16:00:00
1/25/2020,H17,59.03,2020-01-25 17:00:00
1/25/2020,H18,52.31,2020-01-25 18:00:00
1/25/2020,H19,53.61,2020-01-25 19:00:00
1/25/2020,H20,49.99,2020-01-25 20:00:00
1/25/2020,H21,47.88,2020-01-25 21:00:00
1/25/2020,H22,45.7,2020-01-25 22:00:00
1/25/2020,H23,44.12,2020-01-25 23:00:00
1/25/2020,H24,42.5,2020-01-25 00:00:00
1/26/2020,H1,22.87,2020-01-26 01:00:00
1/26/2020,H2,29.02,2020-01-26 02:00:00
1/26/2020,H3,45.44,2020-01-26 03:00:00
1/26/2020,H4,56.09,2020-01-26 04:00:00
1/26/2020,H5,53.79,2020-01-26 05:00:00
1/26/2020,H6,49.0,2020-01-26 06:00:00
1/26/2020,H7,45.03,2020-01-26 07:00:00
1/26/2020,H8,44.0,2020-01-26 08:00:00
1/26/2020,H9,45.0,2020-01-26 09:00:00
1/26/2020,H10,44.6,2020-01-26 10:00:00
1/26/2020,H11,44.97,2020-01-26 11:00:00
1/26/2020,H12,47.27,2020-01-26 12:00:00
1/26/2020,H13,54.42,2020-01-26 13:00:00
1/26/2020,H14,56.25,2020-01-26 14:00:00
1/26/2020,H15,57.87,2020-01-26 15:00:00
1/26/2020,H16,58.18,2020-01-26 16:00:00
1/26/2020,H17,55.98,2020-01-26 17:00:00
1/26/2020,H18,53.6,2020-01-26 18:00:00
1/26/2020,H19,50.78,2020-01-26 19:00:00
1/26/2020,H20,43.51,2020-01-26 20:00:00
1/26/2020,H21,40.24,2020-01-26 21:00:00
1/26/2020,H22,38.24,2020-01-26 22:00:00
1/26/2020,H23,33.95,2020-01-26 23:00:00
1/26/2020,H24,29.29,2020-01-26 00:00:00
1/27/2020,H1,25.97,2020-01-27 01:00:00
1/27/2020,H2,29.46,2020-01-27 02:00:00
1/27/2020,H3,37.83,2020-01-27 03:00:00
1/27/2020,H4,43.63,2020-01-27 04:00:00
1/27/2020,H5,45.5,2020-01-27 05:00:00
1/27/2020,H6,43.0,2020-01-27 06:00:00
1/27/2020,H7,40.9,2020-01-27 07:00:00
1/27/2020,H8,40.0,2020-01-27 08:00:00
1/27/2020,H9,36.46,2020-01-27 09:00:00
1/27/2020,H10,36.19,2020-01-27 10:00:00
1/27/2020,H11,37.02,2020-01-27 11:00:00
1/27/2020,H12,37.99,2020-01-27 12:00:00
1/27/2020,H13,39.74,2020-01-27 13:00:00
1/27/2020,H14,42.92,2020-01-27 14:00:00
1/27/2020,H15,49.1,2020-01-27 15:00:00
1/27/2020,H16,45.93,2020-01-27 16:00:00
1/27/2020,H17,41.95,2020-01-27 17:00:00
1/27/2020,H18,37.92,2020-01-27 18:00:00
1/27/2020,H19,33.36,2020-01-27 19:00:00
1/27/2020,H20,28.54,2020-01-27 20:00:00
1/27/2020,H21,31.39,2020-01-27 21:00:00
1/27/2020,H22,29.3,2020-01-27 22:00:00
1/27/2020,H23,22.59,2020-01-27 23:00:00
1/27/2020,H24,20.04,2020-01-27 00:00:00
1/28/2020,H1,23.89,2020-01-28 01:00:00
1/28/2020,H2,27.98,2020-01-28 02:00:00
1/28/2020,H3,32.51,2020-01-28 03:00:00
1/28/2020,H4,42.2,2020-01-28 04:00:00
1/28/2020,H5,39.71,2020-01-28 05:00:00
1/28/2020,H6,41.18,2020-01-28 06:00:00
1/28/2020,H7,34.07,2020-01-28 07:00:00
1/28/2020,H8,31.34,2020-01-28 08:00:00
1/28/2020,H9,32.99,2020-01-28 09:00:00
1/28/2020,H10,29.67,2020-01-28 10:00:00
1/28/2020,H11,29.03,2020-01-28 11:00:00
1/28/2020,H12,28.63,2020-01-28 12:00:00
1/28/2020,H13,25.19,2020-01-28 13:00:00
1/28/2020,H14,27.2,2020-01-28 14:00:00
1/28/2020,H15,34.82,2020-01-28 15:00:00
1/28/2020,H16,45.05,2020-01-28 16:00:00
1/28/2020,H17,46.56,2020-01-28 17:00:00
1/28/2020,H18,39.49,2020-01-28 18:00:00
1/28/2020,H19,35.2,2020-01-28 19:00:00
1/28/2020,H20,30.43,2020-01-28 20:00:00
1/28/2020,H21,30.59,2020-01-28 21:00:00
1/28/2020,H22,28.36,2020-01-28 22:00:00
1/28/2020,H23,26.34,2020-01-28 23:00:00
1/28/2020,H24,25.23,2020-01-28 00:00:00
1/29/2020,H1,13.55,2020-01-29 01:00:00
1/29/2020,H2,10.62,2020-01-29 02:00:00
1/29/2020,H3,9.58,2020-01-29 03:00:00
1/29/2020,H4,10.72,2020-01-29 04:00:00
1/29/2020,H5,11.17,2020-01-29 05:00:00
1/29/2020,H6,9.05,2020-01-29 06:00:00
1/29/2020,H7,10.0,2020-01-29 07:00:00
1/29/2020,H8,11.01,2020-01-29 08:00:00
1/29/2020,H9,10.84,2020-01-29 09:00:00
1/29/2020,H10,7.26,2020-01-29 10:00:00
1/29/2020,H11,4.62,2020-01-29 11:00:00
1/29/2020,H12,4.72,2020-01-29 12:00:00
1/29/2020,H13,7.39,2020-01-29 13:00:00
1/29/2020,H14,15.09,2020-01-29 14:00:00
1/29/2020,H15,23.07,2020-01-29 15:00:00
1/29/2020,H16,34.13,2020-01-29 16:00:00
1/29/2020,H17,50.02,2020-01-29 17:00:00
1/29/2020,H18,36.17,2020-01-29 18:00:00
1/29/2020,H19,30.19,2020-01-29 19:00:00
1/29/2020,H20,25.67,2020-01-29 20:00:00
1/29/2020,H21,31.1,2020-01-29 21:00:00
1/29/2020,H22,26.92,2020-01-29 22:00:00
1/29/2020,H23,22.95,2020-01-29 23:00:00
1/29/2020,H24,21.83,2020-01-29 00:00:00
1/30/2020,H1,24.49,2020-01-30 01:00:00
1/30/2020,H2,29.53,2020-01-30 02:00:00
1/30/2020,H3,38.09,2020-01-30 03:00:00
1/30/2020,H4,46.45,2020-01-30 04:00:00
1/30/2020,H5,46.98,2020-01-30 05:00:00
1/30/2020,H6,41.99,2020-01-30 06:00:00
1/30/2020,H7,42.01,2020-01-30 07:00:00
1/30/2020,H8,40.97,2020-01-30 08:00:00
1/30/2020,H9,40.15,2020-01-30 09:00:00
1/30/2020,H10,36.18,2020-01-30 10:00:00
1/30/2020,H11,36.08,2020-01-30 11:00:00
1/30/2020,H12,36.1,2020-01-30 12:00:00
1/30/2020,H13,40.12,2020-01-30 13:00:00
1/30/2020,H14,40.19,2020-01-30 14:00:00
1/30/2020,H15,41.09,2020-01-30 15:00:00
1/30/2020,H16,44.51,2020-01-30 16:00:00
1/30/2020,H17,47.29,2020-01-30 17:00:00
1/30/2020,H18,41.09,2020-01-30 18:00:00
1/30/2020,H19,36.11,2020-01-30 19:00:00
1/30/2020,H20,30.21,2020-01-30 20:00:00
1/30/2020,H21,20.97,2020-01-30 21:00:00
1/30/2020,H22,16.51,2020-01-30 22:00:00
1/30/2020,H23,14.54,2020-01-30 23:00:00
1/30/2020,H24,14.2,2020-01-30 00:00:00
1/31/2020,H1,30.63,2020-01-31 01:00:00
1/31/2020,H2,33.82,2020-01-31 02:00:00
1/31/2020,H3,42.73,2020-01-31 03:00:00
1/31/2020,H4,50.65,2020-01-31 04:00:00
1/31/2020,H5,50.02,2020-01-31 05:00:00
1/31/2020,H6,49.94,2020-01-31 06:00:00
1/31/2020,H7,47.04,2020-01-31 07:00:00
1/31/2020,H8,47.29,2020-01-31 08:00:00
1/31/2020,H9,46.93,2020-01-31 09:00:00
1/31/2020,H10,45.7,2020-01-31 10:00:00
1/31/2020,H11,44.97,2020-01-31 11:00:00
1/31/2020,H12,44.84,2020-01-31 12:00:00
1/31/2020,H13,45.27,2020-01-31 13:00:00
1/31/2020,H14,45.96,2020-01-31 14:00:00
1/31/2020,H15,47.45,2020-01-31 15:00:00
1/31/2020,H16,49.0,2020-01-31 16:00:00
1/31/2020,H17,54.55,2020-01-31 17:00:00
1/31/2020,H18,55.92,2020-01-31 18:00:00
1/31/2020,H19,43.21,2020-01-31 19:00:00
1/31/2020,H20,39.63,2020-01-31 20:00:00
1/31/2020,H21,45.22,2020-01-31 21:00:00
1/31/2020,H22,35.31,2020-01-31 22:00:00
1/31/2020,H23,27.01,2020-01-31 23:00:00
1/31/2020,H24,25.03,2020-01-31 00:00:00
2/1/2020,H1,26.01,2020-02-01 01:00:00
2/1/2020,H2,29.96,2020-02-01 02:00:00
2/1/2020,H3,37.96,2020-02-01 03:00:00
2/1/2020,H4,45.98,2020-02-01 04:00:00
2/1/2020,H5,47.8,2020-02-01 05:00:00
2/1/2020,H6,45.57,2020-02-01 06:00:00
2/1/2020,H7,43.12,2020-02-01 07:00:00
2/1/2020,H8,42.0,2020-02-01 08:00:00
2/1/2020,H9,41.0,2020-02-01 09:00:00
2/1/2020,H10,39.5,2020-02-01 10:00:00
2/1/2020,H11,39.14,2020-02-01 11:00:00
2/1/2020,H12,39.92,2020-02-01 12:00:00
2/1/2020,H13,42.34,2020-02-01 13:00:00
2/1/2020,H14,44.59,2020-02-01 14:00:00
2/1/2020,H15,47.48,2020-02-01 15:00:00
2/1/2020,H16,49.57,2020-02-01 16:00:00
2/1/2020,H17,48.15,2020-02-01 17:00:00
2/1/2020,H18,44.87,2020-02-01 18:00:00
2/1/2020,H19,42.94,2020-02-01 19:00:00
2/1/2020,H20,36.34,2020-02-01 20:00:00
2/1/2020,H21,40.95,2020-02-01 21:00:00
2/1/2020,H22,37.31,2020-02-01 22:00:00
2/1/2020,H23,32.74,2020-02-01 23:00:00
2/1/2020,H24,31.3,2020-02-01 00:00:00
2/2/2020,H1,34.5,2020-02-02 01:00:00
2/2/2020,H2,37.38,2020-02-02 02:00:00
2/2/2020,H3,49.95,2020-02-02 03:00:00
2/2/2020,H4,55.92,2020-02-02 04:00:00
2/2/2020,H5,59.53,2020-02-02 05:00:00
2/2/2020,H6,54.91,2020-02-02 06:00:00
2/2/2020,H7,49.92,2020-02-02 07:00:00
2/2/2020,H8,48.31,2020-02-02 08:00:00
2/2/2020,H9,46.59,2020-02-02 09:00:00
2/2/2020,H10,45.55,2020-02-02 10:00:00
2/2/2020,H11,43.03,2020-02-02 11:00:00
2/2/2020,H12,42.09,2020-02-02 12:00:00
2/2/2020,H13,47.11,2020-02-02 13:00:00
2/2/2020,H14,50.27,2020-02-02 14:00:00
2/2/2020,H15,55.58,2020-02-02 15:00:00
2/2/2020,H16,61.77,2020-02-02 16:00:00
2/2/2020,H17,59.96,2020-02-02 17:00:00
2/2/2020,H18,45.97,2020-02-02 18:00:00
2/2/2020,H19,38.94,2020-02-02 19:00:00
2/2/2020,H20,32.02,2020-02-02 20:00:00
2/2/2020,H21,31.17,2020-02-02 21:00:00
2/2/2020,H22,27.11,2020-02-02 22:00:00
2/2/2020,H23,26.18,2020-02-02 23:00:00
2/2/2020,H24,25.75,2020-02-02 00:00:00
2/3/2020,H1,3.55,2020-02-03 01:00:00
2/3/2020,H2,6.19,2020-02-03 02:00:00
2/3/2020,H3,11.06,2020-02-03 03:00:00
2/3/2020,H4,19.1,2020-02-03 04:00:00
2/3/2020,H5,27.58,2020-02-03 05:00:00
2/3/2020,H6,32.84,2020-02-03 06:00:00
2/3/2020,H7,28.89,2020-02-03 07:00:00
2/3/2020,H8,27.06,2020-02-03 08:00:00
2/3/2020,H9,25.63,2020-02-03 09:00:00
2/3/2020,H10,23.3,2020-02-03 10:00:00
2/3/2020,H11,22.86,2020-02-03 11:00:00
2/3/2020,H12,23.5,2020-02-03 12:00:00
2/3/2020,H13,27.07,2020-02-03 13:00:00
2/3/2020,H14,30.94,2020-02-03 14:00:00
2/3/2020,H15,37.5,2020-02-03 15:00:00
2/3/2020,H16,45.25,2020-02-03 16:00:00
2/3/2020,H17,39.0,2020-02-03 17:00:00
2/3/2020,H18,34.25,2020-02-03 18:00:00
2/3/2020,H19,29.6,2020-02-03 19:00:00
2/3/2020,H20,25.42,2020-02-03 20:00:00
2/3/2020,H21,41.83,2020-02-03 21:00:00
2/3/2020,H22,37.61,2020-02-03 22:00:00
2/3/2020,H23,36.01,2020-02-03 23:00:00
2/3/2020,H24,34.01,2020-02-03 00:00:00
2/4/2020,H1,23.08,2020-02-04 01:00:00
2/4/2020,H2,30.67,2020-02-04 02:00:00
2/4/2020,H3,42.88,2020-02-04 03:00:00
2/4/2020,H4,44.07,2020-02-04 04:00:00
2/4/2020,H5,45.97,2020-02-04 05:00:00
2/4/2020,H6,45.43,2020-02-04 06:00:00
2/4/2020,H7,44.94,2020-02-04 07:00:00
2/4/2020,H8,44.98,2020-02-04 08:00:00
2/4/2020,H9,44.63,2020-02-04 09:00:00
2/4/2020,H10,46.95,2020-02-04 10:00:00
2/4/2020,H11,49.12,2020-02-04 11:00:00
2/4/2020,H12,52.28,2020-02-04 12:00:00
2/4/2020,H13,60.39,2020-02-04 13:00:00
2/4/2020,H14,65.87,2020-02-04 14:00:00
2/4/2020,H15,61.99,2020-02-04 15:00:00
2/4/2020,H16,55.04,2020-02-04 16:00:00
2/4/2020,H17,46.98,2020-02-04 17:00:00
2/4/2020,H18,40.82,2020-02-04 18:00:00
2/4/2020,H19,36.51,2020-02-04 19:00:00
2/4/2020,H20,29.74,2020-02-04 20:00:00
2/4/2020,H21,11.07,2020-02-04 21:00:00
2/4/2020,H22,9.83,2020-02-04 22:00:00
2/4/2020,H23,4.83,2020-02-04 23:00:00
2/4/2020,H24,2.23,2020-02-04 00:00:00
2/5/2020,H1,42.91,2020-02-05 01:00:00
2/5/2020,H2,54.78,2020-02-05 02:00:00
2/5/2020,H3,71.61,2020-02-05 03:00:00
2/5/2020,H4,112.86,2020-02-05 04:00:00
2/5/2020,H5,123.11,2020-02-05 05:00:00
2/5/2020,H6,112.86,2020-02-05 06:00:00
2/5/2020,H7,109.06,2020-02-05 07:00:00
2/5/2020,H8,105.89,2020-02-05 08:00:00
2/5/2020,H9,110.0,2020-02-05 09:00:00
2/5/2020,H10,106.9,2020-02-05 10:00:00
2/5/2020,H11,105.05,2020-02-05 11:00:00
2/5/2020,H12,118.91,2020-02-05 12:00:00
2/5/2020,H13,123.32,2020-02-05 13:00:00
2/5/2020,H14,107.42,2020-02-05 14:00:00
2/5/2020,H15,99.03,2020-02-05 15:00:00
2/5/2020,H16,90.92,2020-02-05 16:00:00
2/5/2020,H17,70.73,2020-02-05 17:00:00
2/5/2020,H18,55.95,2020-02-05 18:00:00
2/5/2020,H19,53.36,2020-02-05 19:00:00
2/5/2020,H20,45.83,2020-02-05 20:00:00
2/5/2020,H21,28.98,2020-02-05 21:00:00
2/5/2020,H22,22.75,2020-02-05 22:00:00
2/5/2020,H23,18.88,2020-02-05 23:00:00
2/5/2020,H24,19.05,2020-02-05 00:00:00
2/6/2020,H1,29.42,2020-02-06 01:00:00
2/6/2020,H2,31.94,2020-02-06 02:00:00
2/6/2020,H3,34.96,2020-02-06 03:00:00
2/6/2020,H4,41.02,2020-02-06 04:00:00
2/6/2020,H5,44.59,2020-02-06 05:00:00
2/6/2020,H6,44.22,2020-02-06 06:00:00
2/6/2020,H7,43.14,2020-02-06 07:00:00
2/6/2020,H8,42.27,2020-02-06 08:00:00
2/6/2020,H9,42.27,2020-02-06 09:00:00
2/6/2020,H10,41.5,2020-02-06 10:00:00
2/6/2020,H11,41.72,2020-02-06 11:00:00
2/6/2020,H12,45.08,2020-02-06 12:00:00
2/6/2020,H13,48.12,2020-02-06 13:00:00
2/6/2020,H14,50.01,2020-02-06 14:00:00
2/6/2020,H15,48.12,2020-02-06 15:00:00
2/6/2020,H16,49.42,2020-02-06 16:00:00
2/6/2020,H17,46.76,2020-02-06 17:00:00
2/6/2020,H18,42.27,2020-02-06 18:00:00
2/6/2020,H19,39.81,2020-02-06 19:00:00
2/6/2020,H20,34.11,2020-02-06 20:00:00
2/6/2020,H21,48.63,2020-02-06 21:00:00
2/6/2020,H22,44.1,2020-02-06 22:00:00
2/6/2020,H23,42.32,2020-02-06 23:00:00
2/6/2020,H24,40.24,2020-02-06 00:00:00
2/7/2020,H1,26.48,2020-02-07 01:00:00
2/7/2020,H2,30.98,2020-02-07 02:00:00
2/7/2020,H3,54.92,2020-02-07 03:00:00
2/7/2020,H4,44.63,2020-02-07 04:00:00
2/7/2020,H5,46.11,2020-02-07 05:00:00
2/7/2020,H6,45.0,2020-02-07 06:00:00
2/7/2020,H7,43.01,2020-02-07 07:00:00
2/7/2020,H8,51.01,2020-02-07 08:00:00
2/7/2020,H9,54.04,2020-02-07 09:00:00
2/7/2020,H10,48.14,2020-02-07 10:00:00
2/7/2020,H11,47.76,2020-02-07 11:00:00
2/7/2020,H12,44.49,2020-02-07 12:00:00
2/7/2020,H13,43.08,2020-02-07 13:00:00
2/7/2020,H14,43.8,2020-02-07 14:00:00
2/7/2020,H15,43.69,2020-02-07 15:00:00
2/7/2020,H16,42.0,2020-02-07 16:00:00
2/7/2020,H17,37.72,2020-02-07 17:00:00
2/7/2020,H18,31.25,2020-02-07 18:00:00
2/7/2020,H19,33.49,2020-02-07 19:00:00
2/7/2020,H20,29.91,2020-02-07 20:00:00
2/7/2020,H21,38.99,2020-02-07 21:00:00
2/7/2020,H22,34.76,2020-02-07 22:00:00
2/7/2020,H23,33.68,2020-02-07 23:00:00
2/7/2020,H24,29.29,2020-02-07 00:00:00
2/8/2020,H1,26.59,2020-02-08 01:00:00
2/8/2020,H2,30.36,2020-02-08 02:00:00
2/8/2020,H3,39.1,2020-02-08 03:00:00
2/8/2020,H4,45.88,2020-02-08 04:00:00
2/8/2020,H5,47.6,2020-02-08 05:00:00
2/8/2020,H6,44.6,2020-02-08 06:00:00
2/8/2020,H7,41.3,2020-02-08 07:00:00
2/8/2020,H8,38.7,2020-02-08 08:00:00
2/8/2020,H9,36.75,2020-02-08 09:00:00
2/8/2020,H10,36.45,2020-02-08 10:00:00
2/8/2020,H11,37.82,2020-02-08 11:00:00
2/8/2020,H12,40.22,2020-02-08 12:00:00
2/8/2020,H13,41.58,2020-02-08 13:00:00
2/8/2020,H14,45.0,2020-02-08 14:00:00
2/8/2020,H15,58.03,2020-02-08 15:00:00
2/8/2020,H16,55.29,2020-02-08 16:00:00
2/8/2020,H17,45.76,2020-02-08 17:00:00
2/8/2020,H18,38.99,2020-02-08 18:00:00
2/8/2020,H19,35.51,2020-02-08 19:00:00
2/8/2020,H20,31.3,2020-02-08 20:00:00
2/8/2020,H21,34.01,2020-02-08 21:00:00
2/8/2020,H22,32.03,2020-02-08 22:00:00
2/8/2020,H23,30.01,2020-02-08 23:00:00
2/8/2020,H24,26.17,2020-02-08 00:00:00
2/9/2020,H1,20.44,2020-02-09 01:00:00
2/9/2020,H2,20.46,2020-02-09 02:00:00
2/9/2020,H3,21.32,2020-02-09 03:00:00
2/9/2020,H4,24.85,2020-02-09 04:00:00
2/9/2020,H5,25.48,2020-02-09 05:00:00
2/9/2020,H6,23.09,2020-02-09 06:00:00
2/9/2020,H7,19.57,2020-02-09 07:00:00
2/9/2020,H8,19.01,2020-02-09 08:00:00
2/9/2020,H9,18.86,2020-02-09 09:00:00
2/9/2020,H10,18.56,2020-02-09 10:00:00
2/9/2020,H11,17.7,2020-02-09 11:00:00
2/9/2020,H12,18.2,2020-02-09 12:00:00
2/9/2020,H13,18.0,2020-02-09 13:00:00
2/9/2020,H14,21.99,2020-02-09 14:00:00
2/9/2020,H15,26.59,2020-02-09 15:00:00
2/9/2020,H16,37.12,2020-02-09 16:00:00
2/9/2020,H17,38.05,2020-02-09 17:00:00
2/9/2020,H18,29.14,2020-02-09 18:00:00
2/9/2020,H19,24.01,2020-02-09 19:00:00
2/9/2020,H20,21.5,2020-02-09 20:00:00
2/9/2020,H21,29.22,2020-02-09 21:00:00
2/9/2020,H22,28.0,2020-02-09 22:00:00
2/9/2020,H23,26.44,2020-02-09 23:00:00
2/9/2020,H24,25.8,2020-02-09 00:00:00
2/10/2020,H1,20.66,2020-02-10 01:00:00
2/10/2020,H2,22.98,2020-02-10 02:00:00
2/10/2020,H3,30.64,2020-02-10 03:00:00
2/10/2020,H4,36.05,2020-02-10 04:00:00
2/10/2020,H5,38.55,2020-02-10 05:00:00
2/10/2020,H6,33.9,2020-02-10 06:00:00
2/10/2020,H7,30.54,2020-02-10 07:00:00
2/10/2020,H8,38.21,2020-02-10 08:00:00
2/10/2020,H9,42.34,2020-02-10 09:00:00
2/10/2020,H10,38.31,2020-02-10 10:00:00
2/10/2020,H11,34.02,2020-02-10 11:00:00
2/10/2020,H12,30.98,2020-02-10 12:00:00
2/10/2020,H13,28.04,2020-02-10 13:00:00
2/10/2020,H14,31.38,2020-02-10 14:00:00
2/10/2020,H15,34.32,2020-02-10 15:00:00
2/10/2020,H16,44.98,2020-02-10 16:00:00
2/10/2020,H17,46.08,2020-02-10 17:00:00
2/10/2020,H18,38.09,2020-02-10 18:00:00
2/10/2020,H19,32.04,2020-02-10 19:00:00
2/10/2020,H20,24.67,2020-02-10 20:00:00
2/10/2020,H21,27.04,2020-02-10 21:00:00
2/10/2020,H22,23.5,2020-02-10 22:00:00
2/10/2020,H23,22.1,2020-02-10 23:00:00
2/10/2020,H24,20.94,2020-02-10 00:00:00
2/11/2020,H1,19.17,2020-02-11 01:00:00
2/11/2020,H2,20.45,2020-02-11 02:00:00
2/11/2020,H3,29.01,2020-02-11 03:00:00
2/11/2020,H4,38.09,2020-02-11 04:00:00
2/11/2020,H5,37.53,2020-02-11 05:00:00
2/11/2020,H6,32.65,2020-02-11 06:00:00
2/11/2020,H7,30.01,2020-02-11 07:00:00
2/11/2020,H8,28.79,2020-02-11 08:00:00
2/11/2020,H9,26.52,2020-02-11 09:00:00
2/11/2020,H10,25.22,2020-02-11 10:00:00
2/11/2020,H11,24.13,2020-02-11 11:00:00
2/11/2020,H12,23.48,2020-02-11 12:00:00
2/11/2020,H13,23.35,2020-02-11 13:00:00
2/11/2020,H14,24.82,2020-02-11 14:00:00
2/11/2020,H15,27.81,2020-02-11 15:00:00
2/11/2020,H16,29.1,2020-02-11 16:00:00
2/11/2020,H17,30.01,2020-02-11 17:00:00
2/11/2020,H18,25.3,2020-02-11 18:00:00
2/11/2020,H19,22.29,2020-02-11 19:00:00
2/11/2020,H20,18.98,2020-02-11 20:00:00
2/11/2020,H21,21.65,2020-02-11 21:00:00
2/11/2020,H22,20.01,2020-02-11 22:00:00
2/11/2020,H23,20.17,2020-02-11 23:00:00
2/11/2020,H24,20.05,2020-02-11 00:00:00
2/12/2020,H1,24.63,2020-02-12 01:00:00
2/12/2020,H2,23.18,2020-02-12 02:00:00
2/12/2020,H3,28.7,2020-02-12 03:00:00
2/12/2020,H4,29.99,2020-02-12 04:00:00
2/12/2020,H5,30.49,2020-02-12 05:00:00
2/12/2020,H6,33.78,2020-02-12 06:00:00
2/12/2020,H7,31.01,2020-02-12 07:00:00
2/12/2020,H8,31.95,2020-02-12 08:00:00
2/12/2020,H9,30.63,2020-02-12 09:00:00
2/12/2020,H10,30.63,2020-02-12 10:00:00
2/12/2020,H11,30.44,2020-02-12 11:00:00
2/12/2020,H12,30.71,2020-02-12 12:00:00
2/12/2020,H13,32.2,2020-02-12 13:00:00
2/12/2020,H14,34.01,2020-02-12 14:00:00
2/12/2020,H15,37.58,2020-02-12 15:00:00
2/12/2020,H16,39.51,2020-02-12 16:00:00
2/12/2020,H17,40.77,2020-02-12 17:00:00
2/12/2020,H18,42.97,2020-02-12 18:00:00
2/12/2020,H19,31.63,2020-02-12 19:00:00
2/12/2020,H20,26.92,2020-02-12 20:00:00
2/12/2020,H21,22.59,2020-02-12 21:00:00
2/12/2020,H22,21.1,2020-02-12 22:00:00
2/12/2020,H23,19.28,2020-02-12 23:00:00
2/12/2020,H24,18.86,2020-02-12 00:00:00
2/13/2020,H1,26.31,2020-02-13 01:00:00
